SPBP4H10.15	ACO2(C)
SPBC83.18c	NONE
SPBC83.19c	NONE
SPBC839.02	NONE
SPBC839.03c	DCUN1D1|DCUN1D2
SPBC839.04	RPL8
SPBC839.05c	RPS17
SPBC839.06	ATP2A1|ATP2A2|ATP2A3
SPBC839.07	NONE
SPBC839.08c	PIGN
SPBC839.09c	MRPS21
SPBC839.10	RBM25
SPBC839.11c	SLC35B1
SPBC839.12	POLR3G|POLR3GL
SPBC839.13c	RPL13A
SPBC839.14c	EEF1AKMT2
SPBC839.15c	EEF1A1|EEF1A2
SPBC839.16	MTHFD1
SPBC839.17c	FKBP1A|FKBP1B|FKBP1C
SPBC839.19	STEEP1
SPBC839.20	NONE
SPBC887.01	ADI1
SPBC887.02	CLCN3|CLCN4|CLCN5|CLCN6|CLCN7
SPBC887.03c	NOC3L
SPBC887.04c	PLAA
SPBC887.05c	RBMX2
SPBC887.06c	SNX12|SNX3
SPBC887.07	MRPL14
SPBC887.08	NONE
SPBC887.09c	LRRC57
SPBC887.10	NONE
SPBC887.11	PUS1
SPBC887.12	ATP8A1|ATP8A2
SPBC887.13c	OXSM
SPBC887.14c	PIF1
SPBC887.15c	NONE
SPBC887.16	NONE
SPBC887.17	NONE
SPBC887.18c	TADA1
SPBC887.19	RFT1
SPBC887.22	SPCS1
SPBC8D2.01	GSK3A|GSK3B
SPBC8D2.02c	TMEM50A|TMEM50B
SPBC8D2.03c	H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C6|H4C7|H4C8|H4C9
SPBC8D2.04	H3-3A|H3-3B|H3-4|H3-7|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C15|H3C3|H3C6|H3C7|H3C8
SPBC8D2.05c	NONE
SPBC8D2.06	IARS1
SPBC8D2.07c	GTF3C4
SPBC8D2.09c	SNRPA|SNRPB2
SPBC8D2.10c	PRMT3
SPBC8D2.11	NONE
SPBC8D2.12c	TACO1
SPBC8D2.13	SHQ1
SPBC8D2.14c	STX5
SPBC8D2.15	LIAS
SPBC8D2.16c	SPOUT1
SPBC8D2.17	NONE
SPBC8D2.18c	AHCY
SPBC8D2.19	CILK1|MAK|MOK
SPBC8D2.20c	SEC31A|SEC31B
SPBC8D2.23	MRPL35
SPBC8E4.01c	NONE
SPBC8E4.03	AGMAT
SPBC8E4.04	AKR1A1|AKR1B1
SPBC8E4.05c	NONE
SPBC8E4.12c	NONE
SPBC902.02c	CHTF18
SPBC902.03	CNEP1R1
SPBC902.04	RBM26|RBM27
SPBC902.05c	IDH3A
SPBC902.06	NONE
SPBC947.01	FIGNL1|SPAST
SPBC947.02	AP1B1|AP2B1
SPBC947.03c	NAA38
SPBC947.04	NONE
SPBC947.05c	CYBB|NOX1|NOX3|NOX4
SPBC947.06c	NONE
SPBC947.07	SURF6
SPBC947.08c	UBN1
SPBC947.09	NONE
SPBC947.10	RNF145
SPBC947.11c	ATAD5
SPBC947.12	SYNE4
SPBC947.13	RPAP1
SPBC947.14c	UQCC2
SPBC947.15c	AIFM2
SPBC9B6.03	NONE
SPBC9B6.04c	TUFM
SPBC9B6.05c	LSM3
SPBC9B6.06	MRPL15
SPBC9B6.07	RRP1|RRP1B
SPBC9B6.08	CLTA|CLTB
SPBC9B6.09c	ABCB10
SPBC9B6.10	CDC37
SPBC9B6.11c	NOCT
SPBCPT2R1.01c	NONE
SPBCPT2R1.02	NONE
SPBCPT2R1.03	NONE
SPBCPT2R1.04c	NONE
SPBCPT2R1.08c	NONE
SPBP16F5.02	CCNH
SPBP16F5.03c	TRRAP
SPBP16F5.04	UBE2G2
SPBP16F5.05c	NONE
SPBP16F5.06	NOL8
SPBP16F5.07	AP1M1|AP1M2
SPBP16F5.08c	FMO1|FMO2|FMO3|FMO4|FMO5
SPBP18G5.02	PGS1
SPBP18G5.03	NONE
SPBP19A11.01	GCSH
SPBP19A11.02c	NONE
SPBP19A11.03c	PSMD2
SPBP19A11.04c	FRY|FRYL
SPBP19A11.06	KDM5A|KDM5B|KDM5C|KDM5D
SPBP19A11.07c	HID1
SPBP22H7.02c	RBM19
SPBP22H7.03	NONE
SPBP22H7.04	TMEM223
SPBP22H7.05c	ATAD2|ATAD2B
SPBP22H7.06	NMRK1|NMRK2
SPBP22H7.07	PLRG1
SPBP22H7.08	RPS10
SPBP22H7.09c	CENPN
SPBP23A10.02	NONE
SPBP23A10.03c	SDHAF3
SPBP23A10.04	ANAPC2
SPBP23A10.05	SMARCE1
SPBP23A10.06	SLC25A39|SLC25A40
SPBP23A10.07	POLR1B
SPBP23A10.08	ACTL6A|ACTL6B
SPBP23A10.09	GINS1
SPBP23A10.10	SCYL2
SPBP23A10.11c	NONE
SPBP23A10.12	FRG1
SPBP23A10.13	ORC4
SPBP23A10.14c	ELL
SPBP23A10.15c	PMPCB
SPBP23A10.16	SDHD
SPBP23A10.17	NONE
SPBP26C9.02c	ARG1|ARG2
SPBP26C9.03c	NONE
SPBP35G2.02	PITHD1
SPBP35G2.03c	SGO1
SPBP35G2.04c	NONE
SPBP35G2.05c	CSNK1G1|CSNK1G2|CSNK1G3
SPBP35G2.06c	NUP133
SPBP35G2.07	HACL2
SPBP35G2.08c	ZCCHC7
SPBP35G2.09	SNRPC
SPBP35G2.10	CHD3|CHD4|CHD5
SPBP35G2.11c	NBR1
SPBP35G2.12	NUDT5
SPBP35G2.13c	VPS72
SPBP35G2.14	NONE
SPBP35G2.16c	NONE
SPBP35G2.17	NONE
SPBP4G3.02	MINPP1
SPBP4G3.03	PSMF1
SPBP4H10.03	OXA1L
SPBP4H10.04	PPP3CA|PPP3CB|PPP3CC
SPBP4H10.05c	AMD1
SPBP4H10.06c	SMC2
SPBP4H10.07	ARK2C
SPBP4H10.08	UQCR11
SPBP4H10.09	NONE
SPBP4H10.10	NONE
SPBP4H10.11c	ACSL3|ACSL4
SPBP4H10.12	NONE
SPBP4H10.13	RPS23
SPBP4H10.14c	NONE
SPBP4H10.16c	GPATCH1
SPBP4H10.17c	PPME1
SPBP4H10.18c	NONE
SPBP4H10.19c	NONE
SPBP4H10.20	DCPS
SPBP4H10.21c	GINS4
SPBP8B7.01c	POP7|RPP25|RPP25L
SPBP8B7.02	NONE
SPBP8B7.03c	RPL4
SPBP8B7.04	NONE
SPBP8B7.05c	NONE
SPBP8B7.06	RPLP2
SPBP8B7.07c	SMYD1|SMYD2|SMYD3
SPBP8B7.08c	LCMT1
SPBP8B7.09c	XPOT
SPBP8B7.10c	NOL7
SPBP8B7.11	G3BP1
SPBP8B7.12c	CENPH
SPBP8B7.13	TMEM106B
SPBP8B7.14c	POLE2
SPBP8B7.15c	RBBP6
SPBP8B7.16c	DDX17|DDX5
SPBP8B7.17c	NONE
SPBP8B7.18c	NONE
SPBP8B7.19	SUPT16H
SPBP8B7.20c	NOP2
SPBP8B7.21	USP10
SPBP8B7.22	KDELR1|KDELR2|KDELR3
SPBP8B7.23	RNF10
SPBP8B7.24c	GABARAP|GABARAPL1|GABARAPL2
SPBP8B7.25	PPIB|PPIC
SPBP8B7.26	NONE
SPBP8B7.27	HECTD2
SPBP8B7.28c	NONE
SPBP8B7.29	NONE
SPBP8B7.30c	NONE
SPBP8B7.31	MDP1
SPBP8B7.32	NONE
SPBPB10D8.01	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPBPB10D8.02c	ARSB|ARSI|ARSJ
SPBPB10D8.04c	NONE
SPBPB10D8.05c	NONE
SPBPB10D8.06c	NONE
SPBPB10D8.07c	NONE
SPBPB21E7.01c	ENO1|ENO2|ENO3
SPBPB21E7.02c	NONE
SPBPB21E7.04c	COMT
SPBPB21E7.05	NONE
SPBPB21E7.07	PBLD
SPBPB21E7.09	ASPG
SPBPB21E7.10	NONE
SPBPB21E7.11	NONE
SPBPB2B2.01	SLC7A1|SLC7A14|SLC7A2|SLC7A3|SLC7A4
SPBPB2B2.02	NONE
SPBPB2B2.05	NONE
SPBPB2B2.06c	NT5E
SPBPB2B2.07c	NONE
SPBPB2B2.08	NONE
SPBPB2B2.09c	NONE
SPBPB2B2.10c	GALT
SPBPB2B2.11	TGDS
SPBPB2B2.12c	GALE
SPBPB2B2.13	GALK2
SPBPB2B2.14c	NONE
SPBPB2B2.15	NONE
SPBPB2B2.16c	NONE
SPBPB2B2.17c	NONE
SPBPB2B2.18	NONE
SPBPB2B2.19c	NONE
SPBPB7E8.01	NONE
SPBPB7E8.02	NONE
SPBPB8B6.02c	NONE
SPBPB8B6.03	FAAH
SPBPB8B6.04c	NONE
SPBPB8B6.05c	ASPG
SPBPB8B6.06c	NONE
SPBPJ4664.01	PDSS1
SPBPJ4664.02	NONE
SPBPJ4664.03	NONE
SPBPJ4664.04	COPA
SPBPJ4664.05	ADTRP|AIG1
SPBPJ4664.06	UGGT1|UGGT2
SPCC1020.01c	NONE
SPCC1020.02	KNL1
SPCC1020.03	SLC30A9
SPCC1020.04c	POLR2F
SPCC1020.05	NONE
SPCC1020.06c	TALDO1
SPCC1020.07	PUDP
SPCC1020.08	TYW1
SPCC1020.09	WRAP53
SPCC1020.10	NONE
SPCC1020.11c	EMC6
SPCC1020.12c	FAM50A|FAM50B
SPCC1020.13c	DDHD1|DDHD2|SEC23IP
SPCC10H11.01	DDX46
SPCC10H11.02	DNAJC17
SPCC1183.01	EXOC6|EXOC6B
SPCC1183.02	EEF1E1|EEF1G
SPCC1183.03c	FXN
SPCC1183.04c	NONE
SPCC1183.05c	LIG4
SPCC1183.06	UNG
SPCC1183.07	PDCD11
SPCC1183.08c	RPL10A
SPCC1183.09c	NONE
SPCC1183.10	NONE
SPCC1183.11	NONE
SPCC1183.12	NONE
SPCC11E10.01	CTH
SPCC11E10.02c	PIGK
SPCC11E10.03	DCTN2
SPCC11E10.04	NONE
SPCC11E10.05c	ENTPD4|ENTPD7
SPCC11E10.06c	ELP4
SPCC11E10.07c	EIF2B1
SPCC11E10.08	NONE
SPCC11E10.09c	NONE
SPCC1223.01	ZNF598
SPCC1223.02	NONE
SPCC1223.03c	GPD2
SPCC1223.04c	SETD4
SPCC1223.05c	RPL37
SPCC1223.06	RABEPK
SPCC1223.07c	DARS1
SPCC1223.08c	DHFR2
SPCC1223.09	UOX
SPCC1223.10c	EAF1|EAF2
SPCC1223.11	PPM1G
SPCC1223.12c	NONE
SPCC1223.13	RBPJ|RBPJL
SPCC1223.14	NONE
SPCC1223.15c	NONE
SPCC1235.01	NONE
SPCC1235.02	NONE
SPCC1235.03	N4BP2L2
SPCC1235.04c	FLAD1
SPCC1235.05c	SMARCAD1
SPCC1235.06	CAMLG
SPCC1235.07	CENPQ
SPCC1235.08c	TMEM115
SPCC1235.09	TBL1X|TBL1XR1|TBL1Y
SPCC1235.10c	EXOC3|EXOC3L1
SPCC1235.11	MPC1
SPCC1235.12c	NONE
SPCC1235.13	NONE
SPCC1235.14	NONE
SPCC1235.15	AWAT2|DGAT2|DGAT2L6|MOGAT1|MOGAT2|MOGAT3
SPCC1235.16	VMA21
SPCC1235.17	NONE
SPCC1235.18	NONE
SPCC1259.01c	RPS18
SPCC1259.02c	ERMP1
SPCC1259.03	POLR1H
SPCC1259.04	INO80E
SPCC1259.05c	COX6C
SPCC1259.06	TAF8
SPCC1259.07	CRISPLD2
SPCC1259.08	NONE
SPCC1259.09c	PDHX
SPCC1259.10	OSGEPL1
SPCC1259.11c	TBC1D8|TBC1D8B|TBC1D9|TBC1D9B
SPCC1259.12c	RANBP10|RANBP9
SPCC1259.13	CHEK1
SPCC1259.14c	NONE
SPCC1259.15c	UBE2C
SPCC1259.16	NONE
SPCC126.01c	NONE
SPCC126.02c	XRCC6
SPCC126.03	PUS1
SPCC126.04c	ATXN7|ATXN7L1|ATXN7L2
SPCC126.05c	MRPL46
SPCC126.06	TWF1|TWF2
SPCC126.07c	PHRF1|SCAF1|SCAF11
SPCC126.08c	LMAN2|LMAN2L
SPCC126.09	SLC39A1|SLC39A2|SLC39A3
SPCC126.10	IAH1
SPCC126.11c	NONE
SPCC126.12	NIF3L1
SPCC126.13c	SAP18
SPCC126.14	PRPF18
SPCC126.15c	SRP19
SPCC1281.01	NONE
SPCC1281.02c	SMNDC1
SPCC1281.03c	EMC4
SPCC1281.04	AKR7A2|AKR7A3|AKR7L
SPCC1281.05	SUZ12
SPCC1281.06c	SCD|SCD5
SPCC1281.07c	NONE
SPCC1281.08	NONE
SPCC132.01c	NEMF
SPCC132.02	SIRT2|SIRT3
SPCC132.03	NONE
SPCC132.04c	GLUD1|GLUD2
SPCC1322.01	NONE
SPCC1322.02	NONE
SPCC1322.03	NONE
SPCC1322.04	UGP2
SPCC1322.05c	LTA4H
SPCC1322.06	IPO11
SPCC1322.07c	NONE
SPCC1322.08	NONE
SPCC1322.09	NONE
SPCC1322.10	NONE
SPCC1322.11	RPL23
SPCC1322.12c	BUB1|BUB1B
SPCC1322.13	PAICS
SPCC1322.14c	NONE
SPCC1322.15	RPL34
SPCC1322.16	PHB2
SPCC1393.02c	SPTY2D1
SPCC1393.03	RPS15
SPCC1393.04	NONE
SPCC1393.05	NONE
SPCC1393.06c	TEX10
SPCC1393.07c	NONE
SPCC1393.08	NONE
SPCC1393.09c	RWDD1
SPCC1393.10	SLC31A1|SLC31A2
SPCC1393.11	NGRN
SPCC1393.12	NONE
SPCC1393.13	DCPH1
SPCC1393.14	TEN1
SPCC13B11.01	NONE
SPCC13B11.02c	NONE
SPCC13B11.03c	HAGH
SPCC13B11.04c	ADH1A|ADH1B|ADH4|ADH5|ADH6|ADH7
SPCC1442.01	RAPGEF1|RASGRF1|RASGRF2
SPCC1442.02	GLMN
SPCC1442.03	NONE
SPCC1442.04c	NONE
SPCC1442.05c	APOO|APOOL
SPCC1442.06	PSMA2
SPCC1442.07c	NONE
SPCC1442.08c	COX6B1|COX6B2
SPCC1442.09	NONE
SPCC1442.10c	POLR2C
SPCC1442.11c	NONE
SPCC1442.12	PTDSS2
SPCC1442.13c	AGGF1|SON
SPCC1442.14c	HINT1|HINT2
SPCC1442.15c	COX18
SPCC1442.16c	CRYZ
SPCC1442.17c	IST1
SPCC1442.19	MRPS25
SPCC1450.02	BRD2|BRD3|BRDT
SPCC1450.03	WDR43
SPCC1450.04	EEF1B2|EEF1D
SPCC1450.05c	MED19
SPCC1450.06c	NONE
SPCC1450.07c	DAO|DDO
SPCC1450.08c	NONE
SPCC1450.09c	PLA2G4A|PLA2G4B|PLA2G4C|PLA2G4D|PLA2G4E|PLA2G4F
SPCC1450.10c	CIAO3|NARF
SPCC1450.11c	STK38|STK38L
SPCC1450.12	NONE
SPCC1450.13c	NONE
SPCC1450.14c	ERO1A|ERO1B
SPCC1450.15	KDSR|PIGF
SPCC1450.16c	NONE
SPCC1494.01	NONE
SPCC1494.02c	TAF13
SPCC1494.03	RAP1GDS1
SPCC1494.04c	NONE
SPCC1494.05c	USP11|USP15|USP4
SPCC1494.06c	DDX56
SPCC1494.07	THADA
SPCC1494.08c	EEIG1|EEIG2
SPCC1494.09c	NONE
SPCC1494.10	NONE
SPCC14G10.01	DCAKD
SPCC14G10.02	URB1
SPCC14G10.03c	POMP
SPCC14G10.04	NONE
SPCC1529.01	NONE
SPCC162.01c	SNRNP27
SPCC162.02c	NONE
SPCC162.03	NONE
SPCC162.04c	NONE
SPCC162.05	COQ3
SPCC162.06c	CHMP5
SPCC162.07	ENTHD1|EPN1|EPN2|EPN3
SPCC162.08c	TPR
SPCC162.09c	HMGCR
SPCC162.10	STK32A|STK32B|STK32C
SPCC162.11c	UCKL1
SPCC162.12	NONE
SPCC1620.01c	LSM2
SPCC1620.02	NONE
SPCC1620.03	C6orf136
SPCC1620.04c	NONE
SPCC1620.05	RABGGTA
SPCC1620.06c	PRPS1|PRPS2
SPCC1620.07c	LNPK
SPCC1620.08	SUCLA2
SPCC1620.09c	GTF2F1
SPCC1620.10	BUD13
SPCC1620.11	NUP93
SPCC1620.12c	EVI5|EVI5L|RABGAP1|RABGAP1L|TBC1D1|TBC1D4
SPCC1620.13	NONE
SPCC1620.14c	SMARCA2|SMARCA4
SPCC1672.01	NONE
SPCC1672.02c	NONE
SPCC1672.03c	GDA
SPCC1672.04c	COX19
SPCC1672.05c	YARS1
SPCC1672.06c	PPIP5K1|PPIP5K2
SPCC1672.07	WDR36
SPCC1672.08c	GTF2E2
SPCC1672.09	LIPA|LIPF|LIPJ|LIPK|LIPM
SPCC1672.10	RBBP4|RBBP7
SPCC1672.11c	ATP13A2|ATP13A3|ATP13A5
SPCC1672.12c	GET4
SPCC1682.01	UQCR10
SPCC1682.02c	MCM3
SPCC1682.03c	COIL
SPCC1682.04	CETN1|CETN2|CETN3
SPCC1682.05c	SRP68
SPCC1682.06	NONE
SPCC1682.07	GTF2H2|GTF2H2C
SPCC1682.08c	NONE
SPCC1682.09c	SLC25A18|SLC25A22
SPCC1682.10	PSMD7
SPCC1682.11c	SLC44A1|SLC44A3
SPCC1682.12c	USP36|USP42
SPCC1682.13	NONE
SPCC1682.14	RPL19
SPCC1682.15	NONE
SPCC1682.16	PSMC6
SPCC16A11.01	DRAM1|DRAM2|TMEM150A|TMEM150B|TMEM150C
SPCC16A11.02	TBL3
SPCC16A11.03c	NONE
SPCC16A11.04	SNX13|SNX25
SPCC16A11.05c	TXNL4A
SPCC16A11.06c	PIGB
SPCC16A11.07	COQ10A|COQ10B
SPCC16A11.08	NONE
SPCC16A11.09c	TIMM23|TIMM23B
SPCC16A11.10c	CYB5A|CYB5B
SPCC16A11.11	NONE
SPCC16A11.12c	USP11|USP15|USP4
SPCC16A11.13	LUC7L|LUC7L2
SPCC16A11.14	SMARCB1
SPCC16A11.15c	NONE
SPCC16A11.16c	ADRM1
SPCC16A11.17	MCM4
SPCC16C4.01	RMND1
SPCC16C4.02c	NCDN
SPCC16C4.03	PIN1
SPCC16C4.04	PEX26
SPCC16C4.05	RPP38
SPCC16C4.06c	PUS1
SPCC16C4.07	RBPMS|RBPMS2
SPCC16C4.08c	PAK1IP1
SPCC16C4.09	DIS3L2
SPCC16C4.10	PGLS
SPCC16C4.11	CDK5
SPCC16C4.12	NAA20
SPCC16C4.13c	RPL12
SPCC16C4.14c	GTF3C3
SPCC16C4.15	MRPL2
SPCC16C4.16c	NCBP3
SPCC16C4.17	NONE
SPCC16C4.18c	TAF6|TAF6L
SPCC16C4.19	RMP24
SPCC16C4.20c	TFPT
SPCC16C4.21	NONE
SPCC16C4.22	POLE4
SPCC1739.01	MKRN1
SPCC1739.02c	MRPL22
SPCC1739.03	ZNFX1
SPCC1739.04c	NONE
SPCC1739.05	NONE
SPCC1739.06c	NONE
SPCC1739.07	C1D
SPCC1739.08c	NONE
SPCC1739.09c	COX6A1|COX6A2
SPCC1739.10	NONE
SPCC1739.11c	CNTRL
SPCC1739.12	PPP6C
SPCC1739.13	HSPA1A|HSPA1B|HSPA1L|HSPA2|HSPA6|HSPA8
SPCC1739.14	NUP93
SPCC1739.15	NONE
SPCC1742.01	NONE
SPCC1753.01c	RPA2|RPA4
SPCC1753.02c	GPR157|TMEM116
SPCC1753.03c	REC114
SPCC1753.04	IMPA1|IMPA2
SPCC1753.05	ZC3HC1
SPCC1795.01c	BUB1|BUB1B
SPCC1795.02c	NONE
SPCC1795.03	SLC35A2|SLC35A3
SPCC1795.04c	PSMA3
SPCC1795.05c	CMPK1
SPCC1795.06	NONE
SPCC1795.07	NONE
SPCC1795.08c	EP400|EP400P1
SPCC1795.09	NONE
SPCC1795.10c	TEX261
SPCC1795.11	DDX3X|DDX3Y|DDX4
SPCC1795.12c	NONE
SPCC18.01c	NONE
SPCC18.02	NONE
SPCC18.03	NFX1
SPCC18.04	NONE
SPCC18.05c	NLE1
SPCC18.06c	CNOT7|CNOT8
SPCC18.07	POLR3D
SPCC18.08	KARS1
SPCC18.09c	APTX
SPCC18.10	PDXK
SPCC18.11c	DPY30
SPCC18.12c	UTP23
SPCC18.13	WDR4
SPCC18.14c	RPLP0
SPCC18.15	DPH7
SPCC18.16c	RFK
SPCC18.17c	PSMD5
SPCC18.18c	FH
SPCC18.19c	TMEM258
SPCC18.20	NONE
SPCC1827.01c	UTP25
SPCC1827.02c	PCYT1A|PCYT1B
SPCC1827.03c	ACSF3
SPCC1827.04	ANKZF1
SPCC1827.05c	NIFK
SPCC1827.06c	NONE
SPCC1827.07c	XPR1
SPCC1827.08c	FBXO9
SPCC1840.01c	RANGRF
SPCC1840.02c	NONE
SPCC1840.03	IPO5|RANBP6
SPCC1840.04	NONE
SPCC1840.05c	PGM2|PGM2L1
SPCC1840.06	ATP5PO
SPCC1840.07c	NONE
SPCC1840.08c	NONE
SPCC1840.09	NDUFA9
SPCC1840.10	LSM8
SPCC1840.11	EXOSC1
SPCC1840.12	NONE
SPCC1840.13	NONE
SPCC188.02	PPP2R5A|PPP2R5B|PPP2R5C|PPP2R5D|PPP2R5E
SPCC188.03	NCAPG
SPCC188.04c	SPC25
SPCC188.06c	SRP54
SPCC188.07	NONE
SPCC188.08c	USP7
SPCC188.09c	NONE
SPCC188.11	SNW1
SPCC188.12	NONE
SPCC188.13c	DICER1
SPCC188.14	NONE
SPCC1884.01	NONE
SPCC1884.02	NONE
SPCC18B5.01c	ABCG1|ABCG2|ABCG4|ABCG5|ABCG8
SPCC18B5.03	PKMYT1|WEE1|WEE2
SPCC18B5.04	MRPS18A|MRPS18B|MRPS18C
SPCC18B5.05c	NONE
SPCC18B5.06	PELO
SPCC18B5.07c	NUP50
SPCC18B5.08c	IARS2
SPCC18B5.09c	NONE
SPCC18B5.10c	THOC3
SPCC18B5.11c	CHEK2
SPCC1902.01	GATA6
SPCC1902.02	NONE
SPCC1906.01	GMPPB
SPCC1906.02c	ASCC2
SPCC1906.03	NONE
SPCC1906.04	NONE
SPCC191.01	NONE
SPCC191.02c	ACSS1
SPCC191.03c	NONE
SPCC191.04c	NONE
SPCC191.05c	DNPH1
SPCC191.06	NONE
SPCC191.07	CYCS
SPCC191.08	LTO1
SPCC191.09c	GSTT1|GSTT2
SPCC191.10	NONE
SPCC191.11	NONE
SPCC1919.01	CAMKK2
SPCC1919.02	PIGX
SPCC1919.03c	PRKAB1|PRKAB2
SPCC1919.04	NONE
SPCC1919.05	SKIC3
SPCC1919.06c	NONE
SPCC1919.07	NONE
SPCC1919.08c	MRPL30
SPCC1919.09	EIF6
SPCC1919.10c	MYO5A|MYO5B|MYO5C
SPCC1919.11	SH3GL3
SPCC1919.12c	ERMP1
SPCC1919.13c	FDXACB1
SPCC1919.14c	BDP1
SPCC1919.15	RNF20|RNF40
SPCC23B6.01c	OSBPL5|OSBPL8
SPCC23B6.02c	NONE
SPCC23B6.03c	ATM
SPCC23B6.04c	NONE
SPCC23B6.05c	RPA3
SPCC24B10.02c	NADK
SPCC24B10.03	NONE
SPCC24B10.04	MRPL50
SPCC24B10.05	TIMM9
SPCC24B10.06	NONE
SPCC24B10.07	AKT1|AKT2|SGK1|SGK2|SGK3
SPCC24B10.08c	TADA2A|TADA2B
SPCC24B10.09	RPS17
SPCC24B10.10c	ATAD1
SPCC24B10.11c	THOC7
SPCC24B10.12	TPRKB
SPCC24B10.13	SLA|SLA2
SPCC24B10.14c	NHEJ1
SPCC24B10.15	SWT1
SPCC24B10.16c	PSMG4
SPCC24B10.17	TMED2
SPCC24B10.18	C19orf53
SPCC24B10.19c	NONE
SPCC24B10.20	NONE
SPCC24B10.21	TPI1
SPCC24B10.22	POLG
SPCC285.03	DDX51
SPCC285.04	TTR
SPCC285.05	NONE
SPCC285.07c	NONE
SPCC285.08	ARCN1
SPCC285.09c	NONE
SPCC285.10c	SPRYD3
SPCC285.11	FAF1|FAF2
SPCC285.12	LSM7
SPCC285.13c	NONE
SPCC285.14	TRAPPC10
SPCC285.15c	RPS28
SPCC285.16c	MSH6
SPCC285.17	NONE
SPCC290.02	POLR3F
SPCC290.03c	NUP205
SPCC290.04	NONE
SPCC297.03	CAMKK1
SPCC297.04c	NONE
SPCC297.05	DENND3|DENND4A|DENND4B|DENND4C
SPCC297.06c	NONE
SPCC2H8.02	NONE
SPCC2H8.04	NONE
SPCC2H8.05c	NONE
SPCC306.02c	RABAC1
SPCC306.03c	NCAPH
SPCC306.04c	SETD1A|SETD1B
SPCC306.05c	INSIG1|INSIG2
SPCC306.06c	ATP6AP1
SPCC306.07c	RSL1D1
SPCC306.08c	MDH2
SPCC306.09c	CAP1|CAP2
SPCC306.11	NONE
SPCC31H12.02c	NONE
SPCC31H12.03c	HNRNPUL1|SARNP
SPCC31H12.04c	RPL12
SPCC31H12.05c	PPP1CA|PPP1CB|PPP1CC
SPCC31H12.06	NONE
SPCC31H12.07	SEC23A|SEC23B
SPCC31H12.08c	CNOT6|CNOT6L
SPCC320.03	NONE
SPCC320.04c	RHOT1|RHOT2
SPCC320.05	SLC26A1|SLC26A2|SLC26A3|SLC26A4|SLC26A5|SLC26A6|SLC26A7|SLC26A8|SLC26A9
SPCC320.06	R3HDM4
SPCC320.07c	RBPMS|RBPMS2
SPCC320.08	SLC35F1|SLC35F2
SPCC320.09	FECH
SPCC320.10	SRP72
SPCC320.11c	NIP7
SPCC320.12	ATP23
SPCC320.13c	AURKA|AURKB|AURKC
SPCC320.14	SRR
SPCC330.01c	NONE
SPCC330.02	NONE
SPCC330.03c	CYB5R4
SPCC330.04c	NONE
SPCC330.05c	UMPS
SPCC330.06c	PRDX5
SPCC330.07c	NONE
SPCC330.08	ALG11
SPCC330.09	NOL10
SPCC330.10	RNMT
SPCC330.11	IBTK
SPCC330.12c	SDHC
SPCC330.13	POLR3E
SPCC330.14c	RPL24
SPCC330.19c	NONE
SPCC330.20	SERP1|SERP2
SPCC330.21	NONE
SPCC338.02	NONE
SPCC338.03c	NONE
SPCC338.04	MIX23
SPCC338.05c	UBE2V1|UBE2V2
SPCC338.06c	CRYAA|CRYAB|HSPB1|HSPB2|HSPB3|HSPB6|HSPB8
SPCC338.07c	NAA15|NAA16
SPCC338.08	RBBP8
SPCC338.10c	COX4I1|COX4I2
SPCC338.11c	VCPKMT
SPCC338.12	PCSK9
SPCC338.13	COG4
SPCC338.14	ADK
SPCC338.15	DDOST
SPCC338.16	STIP1
SPCC338.17c	RAD21|RAD21L1
SPCC338.18	NONE
SPCC364.01	NONE
SPCC364.02c	ESS2
SPCC364.03	RPL17
SPCC364.04c	CUX1|CUX2
SPCC364.05	TGFBRAP1
SPCC364.06	NAP1L1|NAP1L2|NAP1L4
SPCC364.07	PHGDH
SPCC417.02	NONE
SPCC417.03	NONE
SPCC417.05c	NONE
SPCC417.06c	STK38|STK38L
SPCC417.07c	CDK5RAP2|PDE4DIP
SPCC417.08	NONE
SPCC417.09c	NONE
SPCC417.10	SLC17A1|SLC17A2|SLC17A3|SLC17A4|SLC17A5|SLC17A6|SLC17A7|SLC17A8
SPCC417.11c	NONE
SPCC417.12	NONE
SPCC417.15	NONE
SPCC417.16	COXFA4|COXFA4L2|COXFA4L3
SPCC4B3.01	MPST|TST
SPCC4B3.02c	GOLT1A|GOLT1B
SPCC4B3.03c	CNNM4
SPCC4B3.04c	PNPLA6|PNPLA7
SPCC4B3.05c	UROD
SPCC4B3.06c	NONE
SPCC4B3.07	NONE
SPCC4B3.08	NONE
SPCC4B3.09c	MRPL12
SPCC4B3.10c	IPPK
SPCC4B3.11c	BOLA3
SPCC4B3.12	KMT5B|KMT5C
SPCC4B3.13	SLC47A1|SLC47A2
SPCC4B3.14	PRCC
SPCC4B3.15	ANLN
SPCC4B3.16	TIPRL
SPCC4B3.17	UQCC1
SPCC4B3.18	PPCS
SPCC4B3.20	CMC1
SPCC4E9.01c	STAG1|STAG2|STAG3
SPCC4E9.02	CCNB1|CCNB2|CCNB3
SPCC4F11.02	PPM1L
